,genre_name,id,vote_average,popularity,pal_intensity_1,pal_intensity_2,pal_intensity_3,pal_intensity_4,pal_intensity_5,avg_red,avg_blue,avg_green
123,Romance,10739,6.1,1.276181,758,765,763,99,759,210.19999999999999,210.59999999999999,208.0
124,Romance,14922,5.5,0.19084,33,30,30,3,27,14.199999999999999,5.4000000000000004,5.0
125,Thriller,54524,6.8,0.122396,0,3,262,6,2,47.200000000000003,0.59999999999999998,6.7999999999999998
126,Thriller,9030,5.5,1.002964,765,762,0,763,760,203.59999999999999,203.59999999999999,202.80000000000001
127,Action,35552,5.9,1.208375,6,0,9,3,12,2.0,2.0,2.0
128,Romance,10202,5.9,1.600152,225,228,237,227,230,1.0,55.799999999999997,172.59999999999999
129,Drama,126315,6.5,0.313512,726,729,723,726,665,234.19999999999999,239.59999999999999,240.0
130,Action,307081,7.3,6.593715,0,3,6,1,9,1.2,1.3999999999999999,1.2
131,Action,294254,6.4,6.17684,91,82,88,94,79,37.600000000000001,26.600000000000001,22.600000000000001
132,Action,2085,6.0,1.166745,25,28,243,241,243,118.0,11.6,26.399999999999999
133,Animation,406785,7.9,0.716731,0,3,1,1,2,0.40000000000000002,0.40000000000000002,0.59999999999999998
134,Action,274854,5.6,2.879899,0,3,1,130,127,12.800000000000001,18.199999999999999,21.199999999999999
135,Drama,309299,6.8,0.439407,37,40,40,35,43,9.5999999999999996,11.800000000000001,17.600000000000001
136,Comedy,181533,6.1,5.998753,8,7,7,13,6,0.59999999999999998,0.40000000000000002,7.2000000000000002
137,Romance,6691,6.4,1.434119,670,671,669,672,667,164.59999999999999,253.80000000000001,251.40000000000001
138,Romance,11400,6.3,1.992365,566,569,568,513,572,191.19999999999999,187.80000000000001,178.59999999999999
139,Romance,14758,6.1,1.063799,11,16,8,19,17,3.7999999999999998,4.2000000000000002,6.2000000000000002
140,Action,19959,5.9,2.677546,11,14,718,715,724,139.59999999999999,147.0,149.80000000000001
141,Action,123362,6.1,0.074618,401,389,386,383,395,134.59999999999999,137.59999999999999,118.59999999999999
142,Action,1858,6.6,1.263174,0,95,1,3,92,10.6,9.5999999999999996,18.0
143,Comedy,4226,4.8,0.268465,0,1,2,1,765,51.200000000000003,51.200000000000003,51.399999999999999
144,Comedy,203665,6.0,0.255339,279,759,344,721,704,195.0,184.80000000000001,181.59999999999999
145,Romance,15363,6.1,0.270497,765,759,762,762,764,254.59999999999999,253.59999999999999,254.19999999999999
146,Thriller,12576,5.9,0.791721,0,3,6,1,1,0.80000000000000004,0.80000000000000004,0.59999999999999998
147,Thriller,352173,7.2,0.276316,21,293,290,308,305,82.799999999999997,89.599999999999994,71.0
148,Action,12211,4.5,0.650318,57,55,52,54,58,23.199999999999999,14.0,18.0
149,Thriller,4771,7.2,1.559802,19,22,0,18,25,4.5999999999999996,5.5999999999999996,6.5999999999999996
150,Drama,360814,8.4,0.420058,707,85,81,78,98,89.400000000000006,68.400000000000006,52.0
151,Action,16320,7.4,3.067256,5,5,3,2,5,1.8,0.20000000000000001,2.0
152,Animation,15567,6.3,0.403584,317,320,315,323,313,0.59999999999999998,128.0,189.0
153,Thriller,257874,5.2,0.258245,18,15,12,21,9,5.0,5.0,5.0
154,Action,1701,6.5,2.715664,3,6,0,16,13,4.0,2.3999999999999999,1.2
155,Action,258230,6.5,4.782743,6,3,9,12,4,1.2,3.0,2.6000000000000001
156,Documentary,300792,7.7,0.566191,0,120,3,43,61,12.4,13.800000000000001,19.199999999999999
157,Romance,253283,5.6,0.079944,765,762,764,764,763,254.59999999999999,254.19999999999999,254.80000000000001
158,Documentary,84334,7.9,0.561101,0,3,6,1,2,0.59999999999999998,0.80000000000000004,1.0
159,Thriller,265018,4.6,0.166368,10,13,7,12,34,5.2000000000000002,6.2000000000000002,3.7999999999999998
160,Thriller,14000,5.3,0.59738,0,3,1,6,2,0.59999999999999998,0.80000000000000004,1.0
161,Thriller,11917,5.9,1.918887,759,756,753,750,762,252.0,252.0,252.0
162,Comedy,10204,5.7,1.253163,28,750,750,747,29,150.0,151.40000000000001,159.40000000000001
163,Thriller,286654,5.0,1.042006,0,765,2,3,1,51.200000000000003,51.399999999999999,51.600000000000001
164,Action,7555,6.4,2.900577,0,3,2,6,765,51.600000000000001,51.600000000000001,52.0
165,Thriller,7735,7.4,2.47195,0,3,747,6,1,50.200000000000003,50.799999999999997,50.399999999999999
166,Comedy,179538,6.1,0.506141,0,114,114,117,1,68.799999999999997,0.20000000000000001,0.20000000000000001
167,Drama,271724,6.3,0.228405,759,756,736,739,733,248.59999999999999,248.59999999999999,247.40000000000001
168,Animation,227783,5.4,2.364384,728,686,681,683,728,211.59999999999999,241.59999999999999,248.0
169,Comedy,13505,5.5,1.002233,0,765,732,735,762,200.0,199.19999999999999,199.59999999999999
170,Romance,10696,3.0,0.120848,62,59,59,65,56,20.0,18.800000000000001,21.399999999999999
171,Action,9978,5.0,0.722837,25,28,24,27,27,6.4000000000000004,2.3999999999999999,17.399999999999999
172,Romance,13019,6.1,0.972156,198,192,732,216,200,156.40000000000001,74.0,77.200000000000003
173,Romance,53256,6.3,0.405638,765,21,18,762,24,105.40000000000001,106.59999999999999,106.0
174,Documentary,72914,7.1,0.113538,765,234,237,231,762,148.59999999999999,148.59999999999999,148.59999999999999
175,Comedy,15261,5.5,0.060977,765,764,763,753,750,252.40000000000001,252.59999999999999,254.0
176,Thriller,8470,7.0,2.31744,34,31,37,40,28,10.0,11.0,13.0
177,Thriller,155084,6.2,0.83768,18,12,21,3,15,4.5999999999999996,4.5999999999999996,4.5999999999999996
178,Romance,79777,6.2,0.465811,220,720,723,726,666,226.80000000000001,194.40000000000001,189.80000000000001
179,Comedy,11078,5.5,0.8702,0,765,1,3,253,94.799999999999997,51.399999999999999,58.200000000000003
180,Animation,12180,5.9,0.938127,0,765,763,2,1,102.0,102.2,102.0
181,Thriller,73588,5.9,0.734751,30,33,27,34,37,11.0,11.0,10.199999999999999
182,Romance,16129,7.1,1.661545,40,37,43,46,34,12.0,13.0,15.0
183,Romance,259694,5.8,2.590566,304,301,325,310,298,198.19999999999999,7.2000000000000002,102.2
184,Thriller,185567,6.8,1.334877,641,638,635,652,644,231.0,220.40000000000001,190.59999999999999
185,Comedy,27584,5.6,0.517389,0,275,272,278,285,68.0,107.59999999999999,46.399999999999999
186,Drama,316042,5.9,0.586881,187,190,184,181,193,92.0,57.0,38.0
187,Comedy,9072,5.3,1.255851,759,0,756,762,3,152.0,152.0,152.0
188,Comedy,162145,5.6,1.800844,0,3,6,5,8,1.2,1.2,2.0
189,Drama,354110,5.9,1.481649,12,17,20,15,7,5.4000000000000004,5.0,3.7999999999999998
190,Romance,597,7.4,7.249074,0,2,3,126,135,17.199999999999999,16.0,20.0
191,Drama,336807,5.5,0.186141,700,476,24,651,27,135.80000000000001,132.59999999999999,107.2
192,Thriller,13551,6.4,0.216443,0,2,1,1,765,51.200000000000003,51.200000000000003,51.399999999999999
193,Romance,293982,6.5,0.260721,136,139,140,137,133,106.0,12.800000000000001,18.199999999999999
194,Documentary,124067,6.7,0.238401,0,765,3,6,537,87.400000000000006,87.400000000000006,87.400000000000006
195,Action,24869,6.3,0.421112,6,762,759,3,9,102.59999999999999,102.59999999999999,102.59999999999999
196,Action,11380,4.5,0.386101,0,1,3,1,366,48.0,12.6,13.6
197,Comedy,6116,4.8,0.219985,751,759,758,755,754,254.0,253.80000000000001,247.59999999999999
198,Thriller,118612,5.5,0.587126,0,2,3,10,13,1.2,1.6000000000000001,2.7999999999999998
199,Comedy,10402,5.4,0.51083,0,765,763,2,1,102.0,102.2,102.0
200,Action,2043,6.0,1.33042,730,9,727,733,17,145.59999999999999,147.40000000000001,150.19999999999999
201,Thriller,41439,5.7,2.211852,764,762,759,756,753,252.0,253.80000000000001,253.0
202,Thriller,56415,6.5,0.943171,33,45,48,51,54,12.800000000000001,16.399999999999999,17.0
203,Romance,1636,5.5,1.741342,0,2,1,3,1,0.40000000000000002,0.40000000000000002,0.59999999999999998
204,Comedy,9510,4.4,0.918216,29,32,58,31,29,23.800000000000001,8.5999999999999996,3.3999999999999999
205,Comedy,79940,5.0,0.140677,656,659,659,505,701,178.19999999999999,219.0,238.80000000000001
206,Action,330,6.1,0.163956,0,1,2,1,3,0.40000000000000002,0.80000000000000004,0.20000000000000001
207,Comedy,8366,6.7,0.890893,3,529,525,85,523,103.0,105.0,125.0
208,Comedy,13655,5.8,0.546274,336,336,338,336,338,39.200000000000003,125.40000000000001,172.19999999999999
209,Comedy,61667,6.7,0.605933,592,595,607,577,580,202.40000000000001,198.40000000000001,189.40000000000001
210,Action,7006,5.5,0.931615,0,3,2,1,1,0.40000000000000002,0.40000000000000002,0.59999999999999998
211,Action,16146,4.9,0.95013,0,3,6,9,12,2.0,2.0,2.0
212,Thriller,115276,5.5,0.913728,21,18,765,22,24,54.600000000000001,57.200000000000003,58.200000000000003
213,Animation,48617,7.4,0.188661,424,427,421,424,430,153.40000000000001,144.59999999999999,127.2
214,Drama,1640,7.1,1.924607,3,0,6,11,8,2.3999999999999999,2.0,1.2
215,Comedy,11397,5.4,1.766626,205,747,203,645,202,221.0,95.400000000000006,84.0
216,Drama,5123,7.1,1.632799,0,3,1,3,4,1.6000000000000001,0.20000000000000001,0.40000000000000002
217,Romance,36811,6.6,1.499024,686,683,689,703,700,243.80000000000001,237.19999999999999,211.19999999999999
218,Romance,59962,5.9,2.268285,741,0,3,732,6,98.799999999999997,98.799999999999997,98.799999999999997
219,Comedy,10597,5.4,0.255549,754,755,747,750,752,247.80000000000001,250.59999999999999,253.19999999999999
220,Documentary,256876,7.4,0.524648,3,244,0,249,51,77.0,15.199999999999999,17.199999999999999
221,Thriller,10740,5.9,0.711164,0,1,3,1,2,0.40000000000000002,0.40000000000000002,0.59999999999999998
222,Action,10347,6.4,2.095808,15,21,24,18,27,7.0,7.0,7.0
223,Romance,173847,5.7,0.107837,489,491,492,493,488,255.0,209.0,26.600000000000001
224,Thriller,83727,5.5,0.143576,765,0,763,1,1,102.2,102.2,101.59999999999999
225,Action,221732,7.5,1.867191,762,758,744,744,758,249.59999999999999,251.19999999999999,252.40000000000001
226,Animation,20410,6.1,0.153265,245,245,246,244,247,25.800000000000001,71.200000000000003,148.40000000000001
227,Thriller,4234,5.6,2.011315,0,3,6,749,765,102.0,101.8,100.8
228,Action,3177,4.9,0.799005,0,3,6,1,9,1.3999999999999999,1.2,1.2
229,Romance,13968,5.4,0.266822,0,1,1,3,2,0.80000000000000004,0.59999999999999998,0.0
230,Action,331214,8.2,2.519872,0,3,6,9,1,1.3999999999999999,1.2,1.2
231,Comedy,300302,7.3,0.300381,754,760,762,756,765,253.40000000000001,253.40000000000001,252.59999999999999
232,Thriller,328425,6.6,3.888704,0,3,3,1,5,1.3999999999999999,0.59999999999999998,0.40000000000000002
233,Action,23483,7.0,4.542326,76,73,70,31,79,20.600000000000001,21.600000000000001,23.600000000000001
234,Thriller,256311,6.2,0.3366,11,11,0,12,9,0.59999999999999998,2.3999999999999999,5.5999999999999996
235,Action,23047,5.2,1.026539,0,53,50,1,56,10.199999999999999,10.4,11.4
236,Animation,15575,6.5,0.538065,84,87,90,81,93,26.0,22.0,39.0
237,Action,127847,6.0,0.204587,0,3,765,1,6,51.799999999999997,51.600000000000001,51.600000000000001
238,Thriller,8332,6.6,0.201694,742,765,739,745,725,246.0,246.40000000000001,250.80000000000001
239,Comedy,65218,6.9,0.838401,226,0,747,476,746,188.19999999999999,148.40000000000001,102.40000000000001
240,Action,10881,6.7,0.717327,0,8,1,1,2,0.20000000000000001,0.20000000000000001,2.0
241,Thriller,4959,6.0,2.209574,2,0,4,6,7,0.40000000000000002,0.0,3.3999999999999999
242,Thriller,50497,5.6,0.417747,0,1,1,3,4,1.6000000000000001,0.20000000000000001,0.0
243,Drama,7874,6.5,1.312622,0,1,1,3,2,0.40000000000000002,0.40000000000000002,0.59999999999999998
244,Action,156717,5.3,1.217216,1,3,0,4,765,52.600000000000001,51.0,51.0
245,Romance,5966,5.8,1.436494,765,763,764,764,762,254.59999999999999,254.59999999999999,254.40000000000001
246,Romance,40823,7.1,0.072817,765,0,762,759,756,202.80000000000001,202.80000000000001,202.80000000000001
247,Action,14070,6.8,0.417671,0,6,9,3,12,2.0,2.0,2.0
248,Drama,31977,7.4,0.215581,4,3,9,12,7,0.40000000000000002,2.7999999999999998,3.7999999999999998
249,Comedy,74306,6.9,1.131715,678,681,675,684,672,239.0,234.0,205.0
250,Comedy,303982,5.9,0.050271,765,762,408,759,763,218.19999999999999,230.0,243.19999999999999
251,Drama,312221,7.3,4.813647,765,60,63,66,57,67.400000000000006,67.400000000000006,67.400000000000006
252,Documentary,359746,7.3,0.068547,442,287,441,442,227,88.599999999999994,123.0,156.19999999999999
253,Action,9276,6.1,1.876333,33,30,20,23,17,9.4000000000000004,8.0,7.2000000000000002
254,Action,299687,5.5,5.269041,28,24,27,21,12,7.2000000000000002,7.4000000000000004,7.7999999999999998
255,Drama,248933,7.0,0.528142,0,434,437,431,440,109.2,114.0,125.2
256,Action,47931,7.4,1.39658,3,0,6,2,9,1.2,1.2,1.6000000000000001
257,Comedy,8991,5.4,0.306597,83,80,86,77,89,19.0,25.0,39.0
258,Drama,333386,5.4,0.962786,696,693,690,699,687,231.0,231.0,231.0
259,Thriller,168672,6.8,3.944623,0,1,1,2,2,0.20000000000000001,0.59999999999999998,0.40000000000000002
260,Drama,246127,5.1,1.623494,690,670,669,693,655,210.40000000000001,227.80000000000001,237.19999999999999
261,Comedy,308084,6.9,0.473256,93,96,90,99,87,24.0,27.0,42.0
262,Action,10304,3.8,1.152707,50,53,47,56,44,13.0,17.0,20.0
263,Drama,298040,7.7,0.29849,12,15,273,276,279,45.799999999999997,59.200000000000003,66.0
264,Thriller,50348,7.0,2.82486,0,3,1,4,3,1.6000000000000001,0.40000000000000002,0.20000000000000001
265,Romance,21583,5.4,0.644698,526,529,523,532,506,85.400000000000006,184.59999999999999,253.19999999999999
266,Romance,9889,5.6,2.195797,598,595,596,599,601,198.19999999999999,198.80000000000001,200.80000000000001
267,Thriller,284305,6.6,0.588281,0,3,1,1,3,0.80000000000000004,0.59999999999999998,0.20000000000000001
268,Drama,39486,6.9,1.239074,9,0,12,3,6,2.0,2.0,2.0
269,Action,27582,6.3,2.81912,6,9,3,12,15,3.3999999999999999,2.6000000000000001,3.0
270,Comedy,21661,4.6,0.379647,658,655,654,651,652,202.40000000000001,208.40000000000001,243.19999999999999
271,Comedy,48175,6.7,0.044116,765,0,764,763,764,203.80000000000001,203.80000000000001,203.59999999999999
272,Action,9766,6.5,1.047806,762,0,3,6,765,102.40000000000001,102.40000000000001,102.40000000000001
273,Comedy,2056,7.4,0.705888,759,765,762,764,762,253.80000000000001,254.0,254.59999999999999
274,Action,8765,6.5,0.179204,80,83,86,77,89,30.0,26.0,27.0
275,Comedy,13561,5.7,0.07352,0,2,1,1,3,0.40000000000000002,0.40000000000000002,0.59999999999999998
276,Romance,23049,5.5,1.559635,765,293,762,293,297,106.59999999999999,165.80000000000001,209.59999999999999
277,Comedy,13849,6.4,1.311975,3,0,6,6,9,1.8,1.3999999999999999,1.6000000000000001
278,Thriller,133805,5.8,1.838087,0,3,2,6,5,0.80000000000000004,0.80000000000000004,1.6000000000000001
279,Thriller,15394,6.6,0.428873,756,41,44,42,38,62.200000000000003,61.600000000000001,60.399999999999999
280,Comedy,51481,5.0,0.671244,752,705,741,714,749,249.40000000000001,238.40000000000001,244.40000000000001
281,Action,11658,7.2,1.421779,13,10,16,765,19,53.799999999999997,54.600000000000001,56.200000000000003
282,Animation,128,8.1,2.69151,529,765,142,372,763,164.40000000000001,165.19999999999999,184.59999999999999
283,Thriller,97989,6.3,0.09665,722,716,713,727,719,243.80000000000001,241.40000000000001,234.19999999999999
284,Action,24056,5.7,1.223772,31,28,37,37,40,9.8000000000000007,13.4,11.4
285,Romance,15256,6.3,0.406996,199,0,201,202,203,42.0,41.399999999999999,77.599999999999994
286,Action,1441,5.6,1.471025,732,727,729,709,724,246.40000000000001,247.0,230.80000000000001
287,Thriller,72432,6.6,1.449651,2,0,4,7,5,0.40000000000000002,0.80000000000000004,2.3999999999999999
288,Thriller,330982,5.4,0.825989,6,12,589,586,583,132.59999999999999,123.59999999999999,99.0
289,Romance,36691,5.8,1.649007,3,8,11,743,15,50.799999999999997,51.399999999999999,53.799999999999997
290,Romance,9541,5.7,1.295304,765,764,763,762,764,254.59999999999999,254.59999999999999,254.40000000000001
291,Romance,67660,6.8,0.60365,762,765,763,751,760,253.80000000000001,253.80000000000001,252.59999999999999
292,Romance,15705,5.3,0.595862,0,765,16,762,19,103.59999999999999,104.0,104.8
293,Romance,171274,6.5,5.07771,0,3,1,2,1,0.40000000000000002,0.40000000000000002,0.59999999999999998
294,Comedy,43593,5.3,1.177914,35,32,34,31,28,9.5999999999999996,10.199999999999999,12.199999999999999
295,Comedy,56272,4.7,0.690443,354,398,283,441,517,134.80000000000001,136.40000000000001,127.40000000000001
296,Comedy,180679,6.1,0.132948,0,3,1,765,1,51.399999999999999,51.399999999999999,51.200000000000003
297,Action,297,6.9,1.993994,0,3,6,2,1,0.59999999999999998,0.80000000000000004,1.0
298,Thriller,317144,6.5,0.502329,12,0,9,12,10,3.2000000000000002,2.7999999999999998,2.6000000000000001
299,Romance,13949,6.8,0.940157,0,2,1,1,3,0.40000000000000002,0.40000000000000002,0.59999999999999998
300,Romance,20128,7.1,0.985943,3,0,6,671,668,97.599999999999994,91.200000000000003,80.799999999999997
301,Thriller,168399,5.4,0.591995,22,17,25,18,14,5.0,5.2000000000000002,9.0
302,Romance,50848,7.3,0.336577,20,427,424,429,416,14.4,145.80000000000001,183.0
303,Romance,338729,7.8,0.49806,765,602,764,522,764,250.59999999999999,218.40000000000001,214.40000000000001
304,Romance,4348,7.6,2.043931,712,715,709,712,714,247.80000000000001,241.19999999999999,223.40000000000001
305,Action,24293,6.8,0.622662,3,5,762,1,6,52.399999999999999,51.0,52.0
306,Comedy,84305,4.9,0.83315,765,764,764,763,762,254.19999999999999,254.80000000000001,254.59999999999999
307,Action,94047,7.6,0.639928,0,765,3,763,2,102.2,102.2,102.2
308,Action,334394,5.9,0.616183,70,73,75,70,77,22.800000000000001,21.600000000000001,28.600000000000001
309,Romance,363757,5.2,0.100978,389,408,405,411,402,53.0,144.0,206.0
310,Thriller,29920,6.5,0.665634,0,765,3,6,762,102.40000000000001,102.40000000000001,102.40000000000001
311,Comedy,33806,7.3,0.762453,534,531,17,528,531,96.0,140.19999999999999,192.0
312,Documentary,412924,7.4,0.396837,765,753,750,756,6,202.40000000000001,201.0,202.59999999999999
313,Animation,16873,6.1,1.164775,0,2,6,747,5,50.200000000000003,50.0,51.799999999999997
314,Documentary,7944,7.4,0.719651,0,765,3,6,762,102.40000000000001,102.40000000000001,102.40000000000001
315,Romance,1278,7.1,3.318889,0,3,3,8,8,2.7999999999999998,0.40000000000000002,1.2
316,Drama,277546,4.7,0.969282,450,57,61,60,54,67.599999999999994,47.799999999999997,21.0
317,Action,13098,6.7,0.849894,0,1,2,1,2,0.20000000000000001,0.59999999999999998,0.40000000000000002
318,Thriller,100241,5.0,2.527343,0,3,6,9,12,2.0,2.0,2.0
319,Animation,258509,5.7,2.295598,765,0,217,764,764,190.80000000000001,155.80000000000001,155.40000000000001
320,Documentary,54518,5.0,0.640396,765,762,759,756,753,253.0,253.0,253.0
321,Thriller,174671,4.3,0.415278,38,36,35,37,41,11.800000000000001,12.0,13.6
322,Drama,95775,5.2,0.582433,765,321,322,322,60,192.59999999999999,55.399999999999999,110.0
323,Thriller,297608,6.0,1.928234,275,273,275,278,278,188.59999999999999,40.399999999999999,46.799999999999997
324,Action,16138,6.4,0.265451,3,759,756,2,0,100.59999999999999,101.8,101.59999999999999
325,Comedy,59117,5.5,0.133293,12,17,15,18,0,5.5999999999999996,5.2000000000000002,1.6000000000000001
326,Comedy,46812,5.5,1.378132,25,28,31,30,22,7.7999999999999998,6.7999999999999998,12.6
327,Thriller,26610,6.7,0.527516,765,762,759,756,760,251.80000000000001,253.80000000000001,254.80000000000001
328,Documentary,74510,7.7,0.211694,0,2,3,1,1,0.40000000000000002,0.40000000000000002,0.59999999999999998
329,Comedy,5718,6.4,1.479154,478,0,476,521,1,151.0,122.59999999999999,21.600000000000001
330,Action,286873,5.2,1.037558,0,3,6,9,12,2.0,2.0,2.0
331,Comedy,883,6.9,0.539174,3,0,6,9,1,1.3999999999999999,1.2,1.2
332,Comedy,60803,5.4,0.346251,760,757,756,754,755,250.19999999999999,251.80000000000001,254.40000000000001
333,Thriller,338766,7.2,3.561559,695,692,764,764,689,248.19999999999999,245.19999999999999,227.40000000000001
334,Drama,310491,3.9,0.127949,732,729,731,728,743,235.19999999999999,246.59999999999999,250.80000000000001
335,Action,64686,5.8,2.412015,0,20,14,27,24,7.7999999999999998,4.5999999999999996,4.5999999999999996
336,Animation,303867,8.0,0.042989,659,721,662,508,394,194.0,221.19999999999999,173.59999999999999
337,Action,22907,6.0,1.530566,36,33,34,32,38,0.0,0.40000000000000002,34.200000000000003
338,Thriller,9913,6.3,1.549918,78,75,81,72,70,11.199999999999999,22.199999999999999,41.799999999999997
339,Animation,9408,5.9,1.573699,2,1,4,733,738,98.0,99.799999999999997,97.799999999999997
340,Drama,187022,7.3,0.391513,0,13,762,488,1,77.599999999999994,85.599999999999994,89.599999999999994
341,Thriller,334527,5.8,1.796813,25,22,19,20,25,3.6000000000000001,6.0,12.6
342,Documentary,80215,7.4,0.431559,765,533,530,534,519,110.40000000000001,218.0,247.80000000000001
