,genre_name,id,vote_average,popularity,pal_intensity_1,pal_intensity_2,pal_intensity_3,pal_intensity_4,pal_intensity_5,avg_red,avg_blue,avg_green
1004,Animation,46195,6.5,2.961399,522,519,524,516,526,72.0,195.0,254.40000000000001
1005,Thriller,268508,4.1,0.328638,46,52,40,51,53,47.600000000000001,0.59999999999999998,0.20000000000000001
1006,Drama,10217,6.8,0.849653,765,764,763,764,762,254.19999999999999,254.80000000000001,254.59999999999999
1007,Action,146631,3.2,0.390175,3,6,3,27,8,7.2000000000000002,0.80000000000000004,1.3999999999999999
1008,Drama,8880,6.6,1.008701,153,622,656,663,624,203.59999999999999,176.40000000000001,163.59999999999999
1009,Thriller,96936,5.3,2.87382,765,57,58,667,664,139.19999999999999,150.0,153.0
1010,Documentary,69480,6.3,0.024169,4,2,5,753,3,53.200000000000003,51.600000000000001,48.600000000000001
1011,Drama,73686,6.9,0.708899,12,15,0,83,9,8.8000000000000007,8.1999999999999993,6.7999999999999998
1012,Comedy,277839,5.2,0.510559,218,215,221,178,172,110.40000000000001,60.600000000000001,29.800000000000001
1013,Thriller,364116,5.1,1.330202,0,3,6,9,1,1.3999999999999999,1.2,1.2
1014,Comedy,315588,5.9,0.263311,765,762,756,759,755,254.19999999999999,252.19999999999999,253.0
1015,Thriller,22302,6.7,0.296461,6,9,3,12,4,2.3999999999999999,2.3999999999999999,2.0
1016,Romance,1439,6.4,0.852421,114,117,489,486,492,188.80000000000001,102.0,48.799999999999997
1017,Thriller,34583,5.6,0.145867,44,41,64,46,67,13.199999999999999,14.800000000000001,24.399999999999999
1018,Thriller,10665,5.9,1.157153,0,3,3,1,10,2.7999999999999998,0.40000000000000002,0.20000000000000001
1019,Action,22824,5.7,2.241882,9,765,11,11,9,55.799999999999997,52.200000000000003,53.0
1020,Thriller,340666,7.1,7.174575,72,69,66,63,94,31.600000000000001,21.399999999999999,19.800000000000001
1021,Action,248611,6.0,0.253805,757,765,758,764,753,254.80000000000001,254.80000000000001,249.80000000000001
1022,Romance,64682,7.2,4.238826,0,39,3,42,1,4.0,6.5999999999999996,6.4000000000000004
1023,Animation,177271,6.4,0.154728,239,765,77,86,114,99.799999999999997,70.0,86.400000000000006
1024,Comedy,8265,6.7,1.593306,0,2,4,321,324,0.20000000000000001,51.399999999999999,78.599999999999994
1025,Comedy,190469,5.8,1.042726,0,3,6,9,12,2.0,2.0,2.0
1026,Thriller,57521,6.7,0.412839,0,3,6,1,1,0.80000000000000004,0.80000000000000004,0.59999999999999998
1027,Action,56832,6.5,0.832253,0,154,2,3,5,31.199999999999999,0.40000000000000002,1.2
1028,Romance,1075,7.7,1.253196,765,762,759,756,764,253.59999999999999,253.80000000000001,253.80000000000001
1029,Thriller,28211,5.9,1.721169,756,759,753,750,747,251.0,251.0,251.0
1030,Action,102629,5.0,0.701405,534,525,528,524,537,254.40000000000001,240.40000000000001,34.799999999999997
1031,Animation,8920,5.2,1.643975,763,765,761,762,502,251.59999999999999,245.40000000000001,213.59999999999999
1032,Action,77234,5.3,0.871043,15,12,18,9,6,4.0,4.0,4.0
1033,Action,189197,7.8,1.261093,744,1,746,741,742,199.59999999999999,198.80000000000001,196.40000000000001
1034,Documentary,250658,7.7,0.357148,6,9,3,12,0,2.0,2.0,2.0
1035,Comedy,13908,3.8,1.86248,0,3,1,6,2,0.80000000000000004,0.59999999999999998,1.0
1036,Action,440,4.9,2.177018,3,5,6,6,2,1.2,1.0,2.2000000000000002
1037,Romance,12112,7.0,0.396468,3,0,6,9,12,2.0,2.0,2.0
1038,Comedy,46829,7.2,0.616232,765,764,764,763,762,254.19999999999999,254.80000000000001,254.59999999999999
1039,Romance,13477,5.6,0.778987,765,465,466,0,471,203.19999999999999,178.40000000000001,51.799999999999997
1040,Comedy,4241,6.7,0.371225,765,762,764,736,759,252.0,252.40000000000001,252.80000000000001
1041,Romance,8842,4.6,0.662466,18,765,21,36,764,107.0,106.8,107.0
1042,Action,332794,7.2,0.832534,480,44,39,477,47,26.800000000000001,86.599999999999994,104.0
1043,Thriller,150202,5.5,1.603642,0,3,12,16,13,2.2000000000000002,3.0,3.6000000000000001
1044,Animation,13378,7.0,0.573329,585,657,296,0,653,137.59999999999999,145.80000000000001,154.80000000000001
1045,Thriller,284303,6.7,1.432388,660,254,658,660,4,190.59999999999999,128.19999999999999,128.40000000000001
1046,Documentary,191720,8.2,0.493604,0,595,16,451,6,101.0,66.0,46.600000000000001
1047,Thriller,83686,6.3,1.289294,0,3,2,1,6,0.80000000000000004,0.59999999999999998,1.0
1048,Romance,26602,4.8,0.510583,0,3,256,253,6,88.0,11.6,4.0
1049,Drama,82631,5.7,0.657201,23,26,20,29,26,4.4000000000000004,8.4000000000000004,12.0
1050,Action,156022,7.1,6.830823,1,0,9,11,8,2.7999999999999998,1.8,1.2
1051,Documentary,75301,7.3,0.59424,216,213,219,384,390,96.599999999999994,94.200000000000003,93.599999999999994
1052,Drama,14375,7.2,0.500226,6,284,281,285,282,159.59999999999999,27.199999999999999,40.799999999999997
1053,Thriller,16164,5.9,0.659967,0,2,3,1,1,0.40000000000000002,0.40000000000000002,0.59999999999999998
1054,Animation,12140,7.2,1.646097,765,762,763,739,764,252.80000000000001,253.40000000000001,252.40000000000001
1055,Comedy,8457,5.5,1.636,0,597,594,600,588,160.19999999999999,163.40000000000001,152.19999999999999
1056,Action,9615,6.1,1.721258,6,6,9,10,7,1.6000000000000001,2.7999999999999998,3.2000000000000002
1057,Action,24019,6.5,0.507217,765,72,75,69,78,84.200000000000003,68.200000000000003,59.399999999999999
1058,Action,62977,6.4,0.520909,10,6,0,3,1,1.2,1.2,1.6000000000000001
1059,Action,603,7.8,7.48208,0,2,5,3,4,0.40000000000000002,0.40000000000000002,2.0
1060,Action,16258,5.1,0.840474,0,19,20,23,3,0.40000000000000002,4.7999999999999998,7.7999999999999998
1061,Romance,20048,6.0,1.457461,733,730,765,742,727,242.19999999999999,246.19999999999999,251.0
1062,Romance,15859,7.4,0.707849,3,6,0,9,12,2.0,2.0,2.0
1063,Action,326284,5.4,0.382603,0,765,1,3,1,51.399999999999999,51.399999999999999,51.200000000000003
1064,Action,20329,5.9,1.229321,765,15,21,0,470,86.599999999999994,86.0,81.599999999999994
1065,Romance,272693,6.7,2.186959,765,756,720,744,708,246.19999999999999,246.19999999999999,246.19999999999999
1066,Comedy,20606,6.0,0.500095,3,6,0,9,765,52.200000000000003,52.200000000000003,52.200000000000003
1067,Comedy,173185,6.1,1.046531,765,0,764,764,763,203.80000000000001,203.80000000000001,203.59999999999999
1068,Drama,1402,7.6,4.882192,0,75,78,664,672,93.0,97.200000000000003,107.59999999999999
1069,Documentary,220903,8.4,0.089994,27,21,24,30,18,8.0,8.0,8.0
1070,Action,325348,6.2,2.613958,0,2,52,49,55,6.0,10.199999999999999,15.4
1071,Action,187,7.2,3.872347,0,3,6,9,265,46.399999999999999,4.5999999999999996,5.5999999999999996
1072,Romance,1907,6.3,2.00693,3,2,22,18,20,9.5999999999999996,2.0,1.3999999999999999
1073,Thriller,371758,7.8,0.235394,717,714,726,717,718,249.59999999999999,249.80000000000001,219.0
1074,Action,336004,5.5,1.171993,55,58,48,61,765,61.600000000000001,63.399999999999999,72.400000000000006
1075,Thriller,62728,5.5,1.907355,753,756,750,747,758,250.0,249.0,253.80000000000001
1076,Romance,9767,5.6,1.039637,412,415,379,433,418,107.0,144.0,160.40000000000001
1077,Thriller,60950,5.3,0.196449,0,3,3,4,5,2.2000000000000002,0.20000000000000001,0.59999999999999998
1078,Comedy,37609,5.2,0.313126,765,695,762,698,713,233.40000000000001,242.19999999999999,251.0
1079,Comedy,16005,6.2,0.398042,755,0,677,674,744,179.0,193.40000000000001,197.59999999999999
1080,Comedy,594,7.0,2.847452,765,764,764,763,762,254.19999999999999,254.80000000000001,254.59999999999999
1081,Comedy,61630,5.4,0.052832,765,763,761,764,764,254.80000000000001,254.80000000000001,253.80000000000001
1082,Drama,2567,6.9,2.954793,0,2,10,8,23,0.40000000000000002,0.0,8.1999999999999993
1083,Documentary,8672,7.6,0.363526,34,37,31,40,33,15.0,11.6,8.4000000000000004
1084,Animation,22855,6.6,0.839408,235,765,18,232,0,121.2,66.400000000000006,62.399999999999999
1085,Documentary,359364,8.5,0.221182,53,3,56,56,53,19.399999999999999,17.0,7.7999999999999998
1086,Comedy,80468,5.7,0.324338,0,3,6,9,6,2.0,1.2,1.6000000000000001
1087,Romance,290098,7.9,4.12428,675,672,676,673,396,229.0,206.59999999999999,182.80000000000001
1088,Thriller,1717,5.6,1.223142,0,17,3,1,1,2.0,1.2,1.2
1089,Thriller,388399,6.6,6.50713,11,761,14,17,20,57.799999999999997,54.600000000000001,52.200000000000003
1090,Documentary,416211,8.1,0.286097,491,494,509,497,545,163.40000000000001,172.40000000000001,171.40000000000001
1091,Comedy,230158,7.4,0.122733,0,3,6,2,1,0.59999999999999998,0.80000000000000004,1.0
1092,Thriller,11439,6.6,1.464731,0,24,26,23,2,0.0,0.20000000000000001,14.800000000000001
1093,Action,8834,6.4,1.226139,68,756,71,759,753,161.40000000000001,161.0,159.0
1094,Thriller,78381,4.7,1.207529,0,765,3,6,762,102.40000000000001,102.40000000000001,102.40000000000001
1095,Action,5552,5.9,1.075057,17,20,15,26,23,3.0,1.0,16.199999999999999
1096,Drama,1887,6.4,1.543833,448,612,613,665,654,238.0,180.59999999999999,179.80000000000001
1097,Thriller,1836,6.4,0.114592,750,747,740,750,735,254.19999999999999,252.80000000000001,237.40000000000001
1098,Comedy,9054,4.9,0.252441,42,45,39,48,752,62.399999999999999,62.399999999999999,60.399999999999999
1099,Comedy,11545,7.5,1.101893,0,765,3,522,6,102.59999999999999,93.599999999999994,63.0
1100,Action,9509,7.3,2.483188,9,6,12,15,12,3.3999999999999999,3.7999999999999998,3.6000000000000001
1101,Thriller,4520,6.3,3.588947,0,2,3,1,4,0.40000000000000002,0.20000000000000001,1.3999999999999999
1102,Animation,10494,7.7,1.188944,0,355,2,3,352,38.399999999999999,42.799999999999997,61.200000000000003
1103,Action,11058,4.6,0.522105,23,20,9,12,20,5.5999999999999996,4.7999999999999998,6.4000000000000004
1104,Romance,14940,5.9,0.346467,465,765,705,702,467,253.19999999999999,229.59999999999999,138.0
1105,Animation,10192,5.9,3.095247,5,0,8,1,3,2.0,1.2,0.20000000000000001
1106,Comedy,27561,6.9,0.230224,19,22,18,20,17,0.80000000000000004,7.5999999999999996,10.800000000000001
1107,Comedy,9451,6.7,0.990168,465,468,462,471,474,252.0,140.0,76.0
1108,Thriller,320048,5.1,0.695243,0,75,72,3,38,10.0,13.4,14.199999999999999
1109,Action,11559,6.4,0.511192,538,543,556,579,550,134.80000000000001,201.40000000000001,217.0
1110,Comedy,373960,5.6,0.236775,702,702,18,694,702,194.59999999999999,189.0,180.0
1111,Action,1577,6.0,1.910849,8,11,7,7,5,0.20000000000000001,0.40000000000000002,7.0
1112,Drama,857,7.8,4.545852,23,20,26,17,21,9.4000000000000004,8.4000000000000004,3.6000000000000001
1113,Comedy,1269,6.1,0.581049,13,14,3,3,14,0.40000000000000002,3.6000000000000001,5.4000000000000004
1114,Romance,14843,6.6,0.245895,765,275,763,762,272,161.40000000000001,186.19999999999999,219.80000000000001
1115,Romance,9678,5.1,1.446575,762,756,759,759,756,252.40000000000001,253.19999999999999,252.80000000000001
1116,Romance,113160,6.7,0.717866,765,764,21,763,764,205.40000000000001,205.0,205.0
1117,Action,13812,5.5,0.916398,6,0,3,9,12,2.0,2.0,2.0
1118,Animation,11430,6.2,2.15252,339,342,336,337,349,228.19999999999999,101.0,11.4
1119,Romance,10162,7.4,0.803851,0,3,3,6,671,48.399999999999999,47.399999999999999,40.799999999999997
1120,Thriller,371560,5.9,0.702585,0,12,9,15,18,3.6000000000000001,3.6000000000000001,3.6000000000000001
1121,Comedy,11817,5.1,1.412552,9,15,12,18,21,5.0,5.0,5.0
1122,Drama,96399,6.4,1.009238,763,16,665,668,671,179.59999999999999,186.59999999999999,190.40000000000001
1123,Drama,8649,6.6,2.101725,314,0,311,2,3,102.0,10.4,13.6
1124,Drama,197696,5.5,0.484915,28,765,31,28,34,58.200000000000003,57.0,62.0
1125,Thriller,5955,6.5,1.940603,3,112,6,119,108,29.0,19.600000000000001,21.0
1126,Animation,19594,5.7,0.755725,545,250,549,548,546,122.0,173.40000000000001,192.19999999999999
1127,Comedy,4379,5.5,0.744361,765,764,762,764,763,254.59999999999999,254.59999999999999,254.40000000000001
1128,Romance,308,6.8,1.410735,762,6,9,765,759,153.40000000000001,153.40000000000001,153.40000000000001
1129,Comedy,100042,5.4,4.052734,39,39,42,36,36,9.1999999999999993,20.399999999999999,8.8000000000000007
1130,Thriller,1422,7.8,4.877342,6,9,1,3,12,1.2,3.0,2.0
1131,Action,204082,6.3,2.611983,765,0,9,692,695,144.59999999999999,145.0,142.59999999999999
1132,Action,15357,6.0,1.019822,0,1,1,198,188,0.20000000000000001,18.399999999999999,59.0
1133,Drama,123377,6.8,0.166275,8,9,9,11,6,2.3999999999999999,2.2000000000000002,4.0
1134,Drama,10183,6.8,0.951678,765,764,762,762,763,254.19999999999999,254.80000000000001,254.19999999999999
1135,Animation,49444,6.7,2.375556,478,476,476,482,477,254.19999999999999,223.19999999999999,0.40000000000000002
1136,Thriller,7183,5.4,1.230359,6,9,765,15,11,53.799999999999997,53.399999999999999,54.0
1137,Action,174675,5.9,1.787724,762,765,753,759,756,253.0,253.0,253.0
1138,Comedy,4944,6.5,2.435682,765,0,764,130,764,178.80000000000001,152.80000000000001,153.0
1139,Action,671,7.3,8.000378,3,6,0,3,6,0.80000000000000004,1.6000000000000001,1.2
1140,Action,327029,7.3,0.964041,9,45,0,52,49,9.4000000000000004,9.1999999999999993,12.4
1141,Animation,403052,6.9,0.507774,612,615,609,618,610,218.40000000000001,201.40000000000001,193.0
1142,Thriller,5595,6.6,0.117598,0,6,9,3,12,2.0,2.0,2.0
1143,Comedy,5236,7.1,1.956767,762,765,299,759,760,253.80000000000001,207.80000000000001,207.40000000000001
1144,Drama,254905,5.1,0.186219,0,3,48,51,45,5.0,11.6,12.800000000000001
1145,Romance,115290,6.1,1.650298,765,763,764,762,759,253.19999999999999,254.80000000000001,254.59999999999999
1146,Thriller,271397,6.4,1.186919,9,6,12,204,229,21.199999999999999,31.800000000000001,39.0
1147,Action,25941,6.8,1.197953,765,762,6,9,12,103.59999999999999,103.59999999999999,103.59999999999999
1148,Comedy,35217,6.7,0.309687,622,619,625,616,628,208.0,208.0,206.0
1149,Drama,320003,5.1,0.179069,114,120,127,118,128,65.599999999999994,34.799999999999997,21.0
1150,Thriller,21575,7.5,0.843588,0,765,277,3,762,145.0,107.0,109.40000000000001
1151,Comedy,10748,5.5,1.168056,765,762,764,738,741,251.80000000000001,250.80000000000001,251.40000000000001
1152,Thriller,198210,5.5,1.689609,765,762,119,759,750,209.0,208.59999999999999,213.40000000000001
1153,Documentary,159138,7.9,0.04931,23,25,25,25,20,4.7999999999999998,6.5999999999999996,12.199999999999999
1154,Thriller,368031,5.4,2.31169,54,51,57,60,553,55.200000000000003,50.799999999999997,49.0
1155,Thriller,1999,6.2,0.831378,0,1,3,2,1,0.40000000000000002,0.40000000000000002,0.59999999999999998
1156,Comedy,22949,5.2,1.319148,765,315,764,764,763,250.59999999999999,211.80000000000001,211.80000000000001
1157,Animation,11633,6.8,1.407648,3,0,6,9,5,1.3999999999999999,1.3999999999999999,1.8
1158,Comedy,84204,6.0,0.660027,3,6,5,9,3,1.8,2.0,1.3999999999999999
1159,Action,4627,6.3,0.413451,0,3,1,1,4,1.2,0.40000000000000002,0.20000000000000001
1160,Romance,346685,6.1,8.016757,153,159,156,148,151,44.0,54.0,55.399999999999999
1161,Animation,93456,7.0,3.985403,765,762,763,389,487,171.19999999999999,219.80000000000001,242.19999999999999
1162,Drama,71688,6.2,2.032529,89,92,95,98,101,15.0,32.0,48.0
1163,Thriller,83899,6.5,1.607799,6,9,3,6,8,2.7999999999999998,1.6000000000000001,2.0
1164,Animation,9642,6.2,1.365435,284,287,287,281,279,0.20000000000000001,123.59999999999999,159.80000000000001
1165,Action,9433,6.7,1.03176,0,3,2,1,1,0.40000000000000002,0.40000000000000002,0.59999999999999998
1166,Comedy,9965,5.4,0.385533,765,764,764,762,250,203.19999999999999,220.80000000000001,237.0
1167,Action,17911,3.9,0.567059,0,4,7,7,3,0.40000000000000002,1.0,2.7999999999999998
1168,Thriller,8968,4.6,0.836121,18,15,7,21,13,1.6000000000000001,1.3999999999999999,11.800000000000001
1169,Animation,41513,5.5,3.329802,658,661,655,653,656,201.59999999999999,217.80000000000001,237.19999999999999
1170,Thriller,504,6.9,1.796225,7,4,6,2,0,0.40000000000000002,0.0,3.3999999999999999
1171,Thriller,15356,6.5,1.019319,9,12,11,9,7,3.0,3.3999999999999999,3.2000000000000002
1172,Romance,39053,6.2,0.753944,765,764,763,764,762,254.59999999999999,254.59999999999999,254.40000000000001
1173,Thriller,331962,4.4,2.03621,28,62,17,59,52,5.2000000000000002,14.0,24.399999999999999
1174,Drama,13819,5.6,0.320468,0,756,2,1,1,50.600000000000001,50.600000000000001,50.799999999999997
1175,Thriller,282984,6.2,2.315835,765,764,756,759,753,253.0,253.19999999999999,253.19999999999999
1176,Documentary,307931,6.8,0.271363,301,0,765,3,6,102.59999999999999,59.799999999999997,52.600000000000001
1177,Action,6479,6.9,4.2416,759,761,758,65,763,208.19999999999999,208.40000000000001,204.59999999999999
1178,Thriller,46665,5.6,0.572022,765,762,759,756,753,253.0,253.0,253.0
1179,Thriller,8643,6.3,1.759833,688,685,691,676,679,210.19999999999999,234.0,239.59999999999999
1180,Thriller,78383,5.0,1.020332,628,742,759,625,762,230.40000000000001,235.0,237.80000000000001
1181,Romance,315880,6.0,1.038976,0,3,6,9,12,2.0,2.0,2.0
1182,Documentary,15258,5.9,0.567252,765,763,46,764,49,159.59999999999999,159.40000000000001,158.40000000000001
1183,Romance,12405,7.6,4.849174,0,2,3,1,1,0.40000000000000002,0.40000000000000002,0.59999999999999998
1184,Action,281957,7.3,8.648951,52,32,35,55,38,10.4,11.199999999999999,20.800000000000001
1185,Thriller,28635,3.8,0.576284,7,19,16,20,18,8.0,5.5999999999999996,2.3999999999999999
1186,Comedy,218778,6.2,1.594198,765,6,3,9,764,103.0,103.2,103.2
1187,Drama,36210,7.7,0.206946,492,489,495,486,498,239.0,172.0,81.0
1188,Action,118683,4.7,0.263775,0,3,6,9,12,2.0,2.0,2.0
1189,Documentary,57586,7.1,1.354697,8,15,42,18,20,20.600000000000001,0.0,0.0
1190,Animation,77174,6.7,1.837674,25,25,22,26,28,0.59999999999999998,2.0,22.600000000000001
1191,Drama,121789,5.3,0.714924,671,672,670,672,672,225.0,223.59999999999999,222.80000000000001
1192,Thriller,73290,5.3,0.294164,0,3,6,2,2,0.80000000000000004,0.80000000000000004,1.0
1193,Thriller,13803,5.0,1.510693,6,9,9,12,15,5.7999999999999998,3.6000000000000001,0.80000000000000004
1194,Thriller,47763,5.8,0.57225,0,1,2,1,3,0.40000000000000002,0.40000000000000002,0.59999999999999998
1195,Comedy,180147,6.8,0.471003,0,3,765,6,331,61.200000000000003,74.599999999999994,85.200000000000003
1196,Romance,259720,6.4,0.165794,317,310,314,315,308,0.0,148.80000000000001,164.0
1197,Romance,59435,5.3,0.791261,765,0,763,762,764,203.80000000000001,203.59999999999999,203.40000000000001
1198,Romance,11671,6.5,1.254085,0,1,3,1,2,0.40000000000000002,0.40000000000000002,0.59999999999999998
1199,Comedy,11429,5.7,0.282263,0,20,3,22,6,0.80000000000000004,2.0,7.4000000000000004
1200,Thriller,13483,6.3,1.563237,0,3,1,6,1,0.80000000000000004,0.80000000000000004,0.59999999999999998
1201,Animation,14011,6.5,0.676319,696,695,693,32,693,174.80000000000001,190.0,197.0
1202,Comedy,34494,5.5,0.578862,765,762,763,764,759,254.19999999999999,254.40000000000001,254.0
1203,Romance,258480,7.2,2.628484,57,54,62,59,60,25.600000000000001,17.600000000000001,15.199999999999999
1204,Action,198184,6.6,8.484621,0,1,3,1,2,0.40000000000000002,0.40000000000000002,0.59999999999999998
1205,Action,365222,6.3,3.046756,15,12,756,753,18,103.59999999999999,103.59999999999999,103.59999999999999
1206,Action,8413,6.4,2.046482,63,66,29,71,32,7.5999999999999996,9.0,35.600000000000001
1207,Animation,13679,6.1,0.185318,597,0,8,161,1,72.599999999999994,48.200000000000003,32.600000000000001
1208,Action,100183,4.5,1.664906,0,1,3,1,2,0.40000000000000002,0.80000000000000004,0.20000000000000001
1209,Drama,113329,6.8,0.13341,0,2,3,1,1,0.40000000000000002,0.40000000000000002,0.59999999999999998
1210,Romance,1407,7.2,1.417365,9,12,6,15,18,4.0,4.0,4.0
1211,Romance,276844,6.4,1.608615,750,747,753,744,741,249.0,249.0,249.0
1212,Comedy,41479,6.1,1.592608,0,765,2,1,1,51.200000000000003,51.200000000000003,51.399999999999999
1213,Documentary,75964,7.9,0.466997,751,736,748,754,751,253.19999999999999,249.40000000000001,245.40000000000001
1214,Comedy,20069,5.0,1.215059,765,762,764,763,759,254.19999999999999,254.40000000000001,254.0
1215,Comedy,72525,5.6,0.277554,753,201,204,207,531,126.40000000000001,126.40000000000001,126.40000000000001
1216,Comedy,176297,6.7,0.329028,0,3,1,3,6,1.2,0.59999999999999998,0.80000000000000004
1217,Drama,1125,6.4,0.801791,0,40,30,27,38,26.800000000000001,0.0,0.20000000000000001
1218,Documentary,371492,8.0,0.376941,765,762,756,759,763,253.80000000000001,253.80000000000001,253.40000000000001
1219,Action,49040,6.0,3.92748,749,752,765,62,48,157.59999999999999,158.80000000000001,158.80000000000001
1220,Drama,9692,6.8,0.947859,0,2,45,48,3,6.4000000000000004,6.4000000000000004,6.7999999999999998
1221,Comedy,9260,6.2,0.416453,713,710,716,707,704,236.0,236.0,238.0
1222,Comedy,204765,5.3,0.012812,765,441,762,763,764,254.80000000000001,221.59999999999999,222.59999999999999
1223,Romance,7515,5.9,0.721657,6,3,0,9,12,2.0,2.0,2.0
1224,Drama,13752,7.0,0.614718,3,0,24,6,21,3.6000000000000001,3.6000000000000001,3.6000000000000001
1225,Comedy,11375,4.9,0.614271,0,765,2,762,4,101.8,101.8,103.0
1226,Thriller,9669,5.4,0.51765,0,3,5,2,6,0.59999999999999998,0.40000000000000002,2.2000000000000002
1227,Action,43209,5.2,1.551277,18,21,24,15,27,7.0,7.0,7.0
1228,Animation,9975,6.2,1.428542,484,483,484,481,482,254.80000000000001,227.80000000000001,0.20000000000000001
1229,Action,213015,6.7,0.220175,0,721,724,718,727,195.59999999999999,192.40000000000001,190.0
1230,Thriller,26587,5.7,0.509702,108,114,105,111,120,36.200000000000003,38.200000000000003,37.200000000000003
1231,Animation,227738,6.6,0.143813,462,0,1,420,523,92.799999999999997,112.59999999999999,75.799999999999997
1232,Drama,10052,6.1,0.410916,0,3,2,4,6,0.59999999999999998,0.59999999999999998,1.8
1233,Drama,328901,4.5,0.550067,89,705,91,88,702,104.0,120.0,111.0
1234,Comedy,8859,5.2,1.256183,747,746,745,749,532,249.80000000000001,245.0,209.0
1235,Animation,323661,7.1,1.088877,6,2,2,4,1,0.20000000000000001,1.3999999999999999,1.3999999999999999
1236,Action,36643,6.0,4.007657,0,3,1,2,1,0.40000000000000002,0.40000000000000002,0.59999999999999998
1237,Thriller,64639,5.4,0.929055,3,6,0,9,1,1.3999999999999999,1.2,1.2
1238,Drama,250225,5.9,0.637841,80,74,76,73,77,37.399999999999999,4.0,34.600000000000001
1239,Drama,200505,6.5,1.706356,0,34,1,590,593,79.599999999999994,81.400000000000006,82.599999999999994
1240,Thriller,310133,5.7,1.132683,71,34,313,315,31,105.40000000000001,7.2000000000000002,40.200000000000003
1241,Thriller,1900,6.9,1.425755,0,3,6,1,2,0.59999999999999998,1.2,0.59999999999999998
1242,Romance,340485,6.4,2.199288,187,184,172,181,178,11.800000000000001,67.799999999999997,100.8
1243,Drama,3033,6.6,0.517944,0,765,3,5,9,52.799999999999997,52.399999999999999,51.200000000000003
1244,Action,58,6.9,6.98076,1,3,0,2,2,0.20000000000000001,0.80000000000000004,0.59999999999999998
1245,Action,283322,6.1,0.29872,1,33,3,0,30,4.0,5.0,4.4000000000000004
1246,Animation,256346,6.7,0.146753,0,3,6,9,12,2.0,2.0,2.0
1247,Romance,51241,7.2,1.048765,298,340,322,315,337,164.19999999999999,53.0,105.2
1248,Comedy,186759,5.2,1.240145,765,764,764,762,763,254.59999999999999,254.59999999999999,254.40000000000001
1249,Action,7220,6.1,1.64947,0,3,3,13,6,1.0,2.0,2.0
1250,Drama,88284,7.3,0.208443,649,646,652,655,643,205.0,218.0,226.0
1251,Comedy,261392,5.9,3.527209,67,64,61,70,47,30.600000000000001,18.199999999999999,13.0
1252,Thriller,22970,6.6,3.786252,765,732,738,735,741,247.40000000000001,247.40000000000001,247.40000000000001
1253,Comedy,14369,5.8,0.314866,765,756,759,762,753,253.0,253.0,253.0
1254,Comedy,154441,6.5,0.072193,647,718,695,707,662,234.80000000000001,230.80000000000001,220.19999999999999
1255,Comedy,330115,5.7,0.418588,575,629,737,626,575,180.80000000000001,219.0,228.59999999999999
1256,Comedy,12279,4.7,1.324481,765,31,22,19,31,56.600000000000001,51.799999999999997,65.200000000000003
1257,Thriller,168210,5.8,0.249234,53,44,50,47,56,6.0,22.0,22.0
1258,Comedy,44351,6.8,0.147083,0,20,3,2,22,4.2000000000000002,4.2000000000000002,1.0
1259,Action,140607,7.5,13.050096,0,1,4,3,2,1.0,0.40000000000000002,0.59999999999999998
1260,Thriller,172520,6.5,0.281788,763,765,91,88,94,135.59999999999999,121.8,102.8
1261,Comedy,209361,6.3,0.531395,765,734,759,763,758,254.80000000000001,254.19999999999999,246.80000000000001
1262,Action,34179,6.4,0.818514,246,75,3,81,240,89.0,19.0,21.0
1263,Drama,150897,5.7,0.109682,765,0,286,762,759,152.59999999999999,173.19999999999999,188.59999999999999
1264,Romance,7294,6.8,0.480693,53,50,38,41,44,14.6,14.199999999999999,16.399999999999999
1265,Drama,28089,7.1,1.440102,10,437,7,440,6,47.0,63.600000000000001,69.400000000000006
1266,Romance,152748,6.1,0.779552,707,706,707,764,763,253.80000000000001,251.0,224.59999999999999
1267,Animation,9297,6.3,2.389254,18,20,21,16,23,6.4000000000000004,6.4000000000000004,6.7999999999999998
1268,Comedy,9825,5.5,0.818343,9,12,3,6,15,3.0,3.0,3.0
1269,Animation,242643,7.3,0.969872,315,24,198,21,417,78.799999999999997,51.799999999999997,64.400000000000006
1270,Romance,166879,6.4,0.469798,765,762,759,756,753,253.0,253.0,253.0
1271,Romance,59860,5.9,0.409438,727,724,721,401,414,147.59999999999999,214.80000000000001,235.0
1272,Thriller,201847,4.5,1.324062,765,759,762,747,708,249.40000000000001,249.40000000000001,249.40000000000001
1273,Romance,339419,6.5,0.906393,104,101,110,115,112,57.200000000000003,22.600000000000001,28.600000000000001
1274,Romance,7942,6.2,0.780273,0,764,760,757,762,202.0,203.0,203.59999999999999
1275,Action,286987,5.7,0.317888,323,710,321,318,699,102.2,180.19999999999999,191.80000000000001
1276,Thriller,6947,6.2,2.506841,0,3,1,1,6,0.80000000000000004,0.80000000000000004,0.59999999999999998
1277,Action,34179,6.4,0.818514,246,75,3,81,240,89.0,19.0,21.0
1278,Comedy,9824,5.6,0.933927,34,31,37,28,40,5.0,13.0,16.0
1279,Thriller,553,7.7,1.522029,745,748,765,742,764,247.59999999999999,250.80000000000001,254.40000000000001
1280,Action,8266,6.8,1.578322,3,10,0,9,2,1.0,0.59999999999999998,3.2000000000000002
1281,Action,1991,6.7,2.868578,44,47,41,50,38,22.0,12.0,10.0
